work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,duplicate_similarity_score,similar_work_id,is_duplicate_flag,mp_allocated_limit,mp_total_sanctioned,mp_utilization_pct,work_status,anomaly_label,anomaly_score,risk_score,risk_level,shap_top_attribution,anomaly_reason
WS/MP18119/2025-2026/163475-Construction of public libraries and reading rooms,Maharashtra,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),Normal/Others,Construction of a Reading Room at grampanchayat Mulla Ta Deori Dist  Gondiya,2025-01-04,2025-08-11,796440.0,219,0.4143,WS/MP18119/2026-2027/163474-Construction of public libraries and reading rooms,False,147000000.0,35887283.0,24.41,Physical Inspection,1,0.0645090021607746,20.2,Low,state_Maharashtra (-1.4411),"Sanction amount (₹ 796,440) is 2.7x higher than the typical amount for work category 'Normal/Others'."
WS/MP18119/2025-2026/163476-Construction of community centers and community halls,Maharashtra,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),Normal/Others,Construction of a meeting hall at grampanchayt Wandhara Ta Deori Dist Gondiya,2025-01-04,2025-07-29,300000.0,206,0.346,WS/MP18119/2025-2026/163480-Construction of community centers and community halls,False,147000000.0,35887283.0,24.41,Sanction,1,0.05039003876315368,20.6,Low,state_Maharashtra (-1.3933),Standard project parameters within normal baseline limits.
WS/MP18119/2025-2026/163477-Construction of public libraries and reading rooms,Maharashtra,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),Normal/Others,Construction of a Library at Z P High School Ambhor Ta Deori Dist Gondiya,2025-01-04,2025-08-11,700000.0,219,0.2398,WS/MP18119/2026-2027/163474-Construction of public libraries and reading rooms,False,147000000.0,35887283.0,24.41,Sanction,1,0.04464427293784101,18.4,Low,state_Maharashtra (-1.4281),Standard project parameters within normal baseline limits.
WS/MP18119/2025-2026/163478-Construction of public libraries and reading rooms,Maharashtra,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),Normal/Others,Construction of a Reading room at Grampanchayat Halbitola Ta Salekasa Dist Gondiya,2025-01-04,2025-08-11,697850.0,219,0.4143,WS/MP18119/2026-2027/163481-Construction of public libraries and reading rooms,False,147000000.0,35887283.0,24.41,Physical Inspection,1,0.06538147431719288,20.0,Low,state_Maharashtra (-1.4776),Standard project parameters within normal baseline limits.
WS/MP18119/2025-2026/163479-Construction of community centers and community halls,Maharashtra,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),Normal/Others,Construction of a meeting hall at Grampanchayat Gandhitola Ta Salekasa Dist Gondiya,2025-01-04,2025-07-29,500000.0,206,0.3897,WS/MP18119/2025-2026/163480-Construction of community centers and community halls,False,147000000.0,35887283.0,24.41,Physical Inspection,1,0.0704306839430881,18.4,Low,state_Maharashtra (-1.4076),Standard project parameters within normal baseline limits.
WS/MP18119/2025-2026/163480-Construction of community centers and community halls,Maharashtra,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),Normal/Others,Construction of a meeting hall at Grampanchayt Gorre Ta Salekasa Dist Gondiya,2025-01-04,2025-08-11,500000.0,219,0.3897,WS/MP18119/2025-2026/163479-Construction of community centers and community halls,False,147000000.0,35887283.0,24.41,Sanction,1,0.05150543708547417,21.7,Low,state_Maharashtra (-1.3537),Standard project parameters within normal baseline limits.
WS/MP18119/2026-2027/163481-Construction of public libraries and reading rooms,Maharashtra,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),Normal/Others,Construction of a Reading room at Grampanchayt Sonpuri Ta Salekasa Dist Gondiya,2025-01-04,2026-04-03,700000.0,454,0.5399,WS/MP18119/2025-2026/163482-Construction of public libraries and reading rooms,False,147000000.0,35887283.0,24.41,Sanction,1,0.033256875135727615,29.4,Low,state_Maharashtra (-1.388),Severe sanction delay of 454 days (> 1 year) between recommendation and approval.
WS/MP18119/2025-2026/163482-Construction of public libraries and reading rooms,Maharashtra,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),Normal/Others,Construction of a reading room at Grampanchayt Jamkudo Ta Salekasa Dist Gondiya,2025-01-04,2025-08-11,700000.0,219,0.5399,WS/MP18119/2026-2027/163481-Construction of public libraries and reading rooms,False,147000000.0,35887283.0,24.41,Physical Inspection,1,0.06538147431719288,23.8,Low,state_Maharashtra (-1.4776),Standard project parameters within normal baseline limits.
"WS/MP18108/2024-2025/163484-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),DR. LATA WANKHEDE,SAGAR,Normal/Others,Gram Panchayat Luhari Ke Hawla Me Hawla Main Road Se Ramraja Ke ghar Ki or C.C.Road Nirman Hetu.,2025-01-03,2025-01-15,496732.0,12,0.156,"WS/MP18108/2024-2025/163756-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,52990867.0,36.05,Physical Inspection,1,0.07371259325229368,10.8,Low,state_Madhya Pradesh (-1.0517),Standard project parameters within normal baseline limits.
"WS/MP18108/2024-2025/163485-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),DR. LATA WANKHEDE,SAGAR,Normal/Others,Gram Panchayat Gambhiriya Hat Ke gram Pathariya Me Naresh Ke ghar Se Khel Maidan Ki or C.C. Road Nirman Karya Hetu.,2025-01-03,2025-01-15,498503.0,12,0.1116,"WS/MP18108/2024-2025/162814-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,52990867.0,36.05,Physical Inspection,1,0.07371259325229368,9.5,Low,state_Madhya Pradesh (-1.0517),Standard project parameters within normal baseline limits.
"WS/MP18108/2024-2025/163486-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),DR. LATA WANKHEDE,SAGAR,Normal/Others,Gram Panchayat Berkheri Suwansh Ke Gram Berkherikhurd me chetu Adiwasi ke ghar se dowrka Patel ke ghar ki or C.C. Road Nirman karya Hetu.,2025-01-03,2025-01-15,499000.0,12,0.1868,"WS/MP18108/2024-2025/164728-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,52990867.0,36.05,Physical Inspection,1,0.07371259325229368,11.8,Low,state_Madhya Pradesh (-1.0517),Standard project parameters within normal baseline limits.
"WS/MP18144/2025-2026/163489-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,Normal/Others,CONSTRUCTION OF CC ROAD FROM GUNJUGUDA CANAL CHOWK TO JANIPADA,2025-01-12,2025-04-02,200000.0,80,0.1357,"WS/MP18144/2024-2025/141592-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,37912000.0,25.79,Physical Inspection,1,0.06118271588875662,12.4,Low,state_Odisha (-2.0032),Standard project parameters within normal baseline limits.
WS/MP18144/2025-2026/163490-Construction of boundary walls of existing public and community buildings,Odisha,NUAPADA(DISTRICT COLLECTOR  NUAPADA_IDA),MALVIKA DEVI,KALAHANDI,Normal/Others,CONSTRUCTION OF BOUNDARYWALL AT BISI BAHAL UP SCHOOL.,2025-01-12,2025-08-13,200000.0,213,0.0518,WS/MP18144/2024-2025/148128-Construction of rooms and halls in school and colleges,False,147000000.0,37912000.0,25.79,Physical Inspection,1,0.05669869849898723,10.7,Low,state_Odisha (-1.9743),Standard project parameters within normal baseline limits.
WS/MP18144/2025-2026/163491-Construction of community centers and community halls,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,Normal/Others,COMPLITION OF MAA PATKHANDA COMMUNITY HALL AT GOKULESWAR.,2025-01-12,2025-04-02,300000.0,80,0.1422,WS/MP18144/2024-2025/148064-Construction of community centers and community halls,False,147000000.0,37912000.0,25.79,Sanction,1,0.0318919617777384,17.7,Low,state_Odisha (-2.0114),Standard project parameters within normal baseline limits.
"WS/MP18144/2025-2026/163492-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,NUAPADA(DISTRICT COLLECTOR  NUAPADA_IDA),MALVIKA DEVI,KALAHANDI,Normal/Others,"CONSTRUCTION OF CC ROAD FROM PMGSY BADI TO SAHU FEBRICATION AT BADI VILLAGE, GP- BADI IN KHARIAR BLOCK.",2025-01-12,2025-09-17,200000.0,248,0.2,"WS/MP18144/2025-2026/163587-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,37912000.0,25.79,Physical Inspection,1,0.05326740464686003,15.7,Low,state_Odisha (-1.9539),Standard project parameters within normal baseline limits.
"WS/MP18144/2025-2026/163493-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,NUAPADA(DISTRICT COLLECTOR  NUAPADA_IDA),MALVIKA DEVI,KALAHANDI,Normal/Others,"CONSTRUCTION OF ROAD FROM PATIAL PADA TO KAPU PADA, VILLAGE PATIAL PADA,             GP- NUAPADA, IN SINAPALI BLOCK.",2025-01-12,2025-04-17,300000.0,95,0.0675,"WS/MP18144/2025-2026/163496-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,37912000.0,25.79,Physical Inspection,1,0.05571990114955683,11.3,Low,state_Odisha (-2.0315),Standard project parameters within normal baseline limits.
WS/MP18144/2025-2026/163494-Construction of rooms and halls in school and colleges,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,Normal/Others,"CONSTRUCTION OF ADDITIONAL CLASS ROOM BUILDING AT SRASWATI SISHU VIDYA MANDIR AT BAJARPADA, LADUGAON  IN KOKSARA BLOCK.",2025-01-12,2025-04-02,500000.0,80,0.6168,WS/MP18144/2025-2026/163495-Construction of rooms and halls in school and colleges,False,147000000.0,37912000.0,25.79,Physical Inspection,1,0.04957320094311546,28.8,Low,state_Odisha (-2.1644),Standard project parameters within normal baseline limits.
WS/MP18144/2025-2026/163495-Construction of rooms and halls in school and colleges,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,Normal/Others,CONSTRUCTION OF ADDITIONAL CLASS ROOM BUILDING AT SRASWATI SISHU VIDYA MANDIR AT RANMAL-KHALIABHATA IN JAIPATNA BLOCK,2025-01-12,2025-04-02,500000.0,80,0.6168,WS/MP18144/2025-2026/163494-Construction of rooms and halls in school and colleges,False,147000000.0,37912000.0,25.79,Physical Inspection,1,0.04957320094311546,28.8,Low,state_Odisha (-2.1644),Standard project parameters within normal baseline limits.
"WS/MP18144/2025-2026/163496-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,NUAPADA(DISTRICT COLLECTOR  NUAPADA_IDA),MALVIKA DEVI,KALAHANDI,Normal/Others,"CONSTRUCTION OF ROAD FROM KURLUBHATA PANCHAM BAG HOUSE TO CHANDAN BAG HOUSE, KURLUBHATA VILLAGE,                              G.P - KENDUMUNDA IN SINAPALI BLOCK.",2025-01-12,2025-04-17,300000.0,95,0.0903,"WS/MP18144/2024-2025/141602-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,37912000.0,25.79,Physical Inspection,1,0.05571990114955683,12.0,Low,state_Odisha (-2.0315),Standard project parameters within normal baseline limits.
WS/MP643/2025-2026/163499-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-03,406404.0,86,1.0,WS/MP643/2025-2026/163500-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07739040362606497,35.5,Low,state_Madhya Pradesh (-1.0674),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163500-Street lights' under the same MP (Potential duplicate recommendation / split billing).
WS/MP643/2025-2026/163500-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-03,406404.0,86,1.0,WS/MP643/2025-2026/163499-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07739040362606497,35.5,Low,state_Madhya Pradesh (-1.0674),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163499-Street lights' under the same MP (Potential duplicate recommendation / split billing).
WS/MP643/2025-2026/163501-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-03,406404.0,86,1.0,WS/MP643/2025-2026/163499-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07739040362606497,35.5,Low,state_Madhya Pradesh (-1.0674),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163499-Street lights' under the same MP (Potential duplicate recommendation / split billing).
WS/MP643/2025-2026/163502-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-03,406404.0,86,1.0,WS/MP643/2025-2026/163499-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07739040362606497,35.5,Low,state_Madhya Pradesh (-1.0674),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163499-Street lights' under the same MP (Potential duplicate recommendation / split billing).
WS/MP643/2025-2026/163503-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-24,406404.0,107,1.0,WS/MP643/2025-2026/163499-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07501404577160647,35.9,Low,state_Madhya Pradesh (-1.0693),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163499-Street lights' under the same MP (Potential duplicate recommendation / split billing).
WS/MP643/2025-2026/163504-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-03,406404.0,86,1.0,WS/MP643/2025-2026/163499-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07739040362606497,35.5,Low,state_Madhya Pradesh (-1.0674),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163499-Street lights' under the same MP (Potential duplicate recommendation / split billing).
WS/MP643/2025-2026/163505-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-03,406404.0,86,1.0,WS/MP643/2025-2026/163499-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07739040362606497,35.5,Low,state_Madhya Pradesh (-1.0674),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163499-Street lights' under the same MP (Potential duplicate recommendation / split billing).
WS/MP643/2025-2026/163506-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-03,406404.0,86,1.0,WS/MP643/2025-2026/163499-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07739040362606497,35.5,Low,state_Madhya Pradesh (-1.0674),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163499-Street lights' under the same MP (Potential duplicate recommendation / split billing).
WS/MP643/2025-2026/163507-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-03,406404.0,86,1.0,WS/MP643/2025-2026/163499-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07739040362606497,35.5,Low,state_Madhya Pradesh (-1.0674),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163499-Street lights' under the same MP (Potential duplicate recommendation / split billing).
WS/MP643/2025-2026/163508-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-03,406404.0,86,1.0,WS/MP643/2025-2026/163499-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07739040362606497,35.5,Low,state_Madhya Pradesh (-1.0674),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163499-Street lights' under the same MP (Potential duplicate recommendation / split billing).
WS/MP643/2025-2026/163509-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-03,406404.0,86,1.0,WS/MP643/2025-2026/163499-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07739040362606497,35.5,Low,state_Madhya Pradesh (-1.0674),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163499-Street lights' under the same MP (Potential duplicate recommendation / split billing).
WS/MP643/2025-2026/163510-Street lights,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,SOLAR STREET LIGHT FOR VARIOUS TOWNS AND VILLAGES OF KHANDWA DISTRICT,2025-01-07,2025-04-03,406404.0,86,1.0,WS/MP643/2025-2026/163499-Street lights,True,155690684.77,48977365.0,31.46,Physical Inspection,1,0.07739040362606497,35.5,Low,state_Madhya Pradesh (-1.0674),High text similarity (100.0%) with work 'WS/MP643/2025-2026/163499-Street lights' under the same MP (Potential duplicate recommendation / split billing).
